Time_Index,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NENGREST_natural_gas_fired_combined_cycle_1,NENGREST_natural_gas_fired_combined_cycle_2,NENGREST_natural_gas_fired_combustion_turbine_1,NENGREST_nuclear_1,NENGREST_offshore_wind_turbine_1,NENGREST_onshore_wind_turbine_1,NENGREST_small_hydroelectric_1,NENGREST_solar_photovoltaic_1,NENG_CT_biomass_1,NENG_CT_conventional_hydroelectric_1,NENG_CT_hydroelectric_pumped_storage_1,NENG_CT_natural_gas_fired_combined_cycle_1,NENG_CT_natural_gas_fired_combined_cycle_2,NENG_CT_natural_gas_fired_combustion_turbine_1,NENG_CT_natural_gas_fired_combustion_turbine_2,NENG_CT_nuclear_1,NENG_CT_onshore_wind_turbine_1,NENG_CT_small_hydroelectric_1,NENG_CT_solar_photovoltaic_1,NENG_ME_biomass_1,NENG_ME_conventional_hydroelectric_1,NENG_ME_natural_gas_fired_combined_cycle_1,NENG_ME_natural_gas_fired_combined_cycle_2,NENG_ME_onshore_wind_turbine_1,NENG_ME_small_hydroelectric_1,NENG_ME_solar_photovoltaic_1,NENGREST_naturalgas_ccccsavgcf_mid_0,NENGREST_naturalgas_ccavgcf_mid_0,NENGREST_naturalgas_ctavgcf_mid_0,NENGREST_battery_mid_0,NENGREST_naturalgas_ccs100_mid_0,NENGREST_landbasedwind_ltrg1_mid_130_1,NENGREST_utilitypv_losangeles_mid_80_0_2_1,NENGREST_offshorewind_otrg3_mid_fixed_1_176_77_1,NENGREST_heat_load_shifting_1
77,1,0.4033,1,1,1,1,1,1,0.4011,0.4033,0,1,0.3181,1,1,1,1,1,1,0.5206,0.3181,0,1,0.6527,1,1,0.6538,0.6527,0,1,1,1,1,1,0.3862921,0,1,0.582165297
78,1,0.4031,1,1,1,1,1,1,0.4094,0.4031,0,1,0.3181,1,1,1,1,1,1,0.3122,0.3181,0,1,0.6528,1,1,0.5569,0.6528,0,1,1,1,1,1,0.374304056,0,1,0.663061866
79,1,0.403,1,1,1,1,1,1,0.2796,0.403,0,1,0.3181,1,1,1,1,1,1,0.2049,0.3181,0,1,0.6529,1,1,0.5291,0.6529,0,1,1,1,1,1,0.303671598,0,0.79506427,0.707044466
80,1,0.4029,1,1,1,1,1,1,0.2454,0.4029,0.2277,1,0.3181,1,1,1,1,1,1,0.1897,0.3181,0.2204,1,0.653,1,1,0.5028,0.653,0.1813,1,1,1,1,1,0.210105136,0.40111059,0.713887632,0.707890285
81,1,0.4027,1,1,1,1,1,1,0.2614,0.4027,0.4502,1,0.3181,1,1,1,1,1,1,0.1877,0.3181,0.4435,1,0.6531,1,1,0.4579,0.6531,0.4049,1,1,1,1,1,0.214994207,0.685723305,0.725933433,0.7060174
82,1,0.4026,1,1,1,1,1,1,0.2123,0.4026,0.6046,1,0.3181,1,1,1,1,1,1,0.1767,0.3181,0.5641,1,0.6532,1,1,0.4124,0.6532,0.557,1,1,1,1,1,0.216699123,0.850697517,0.404623479,0.704446593
83,1,0.4025,1,1,1,1,1,1,0.0897,0.4025,0.6791,1,0.3181,1,1,1,1,1,1,0.0114,0.3181,0.6709,1,0.6533,1,1,0.075,0.6533,0.6302,1,1,1,1,1,0.027246328,0.87061125,0.557595432,0.697498792
84,1,0.4023,1,1,1,1,1,1,0.0698,0.4023,0.6728,1,0.3181,1,1,1,1,1,1,0,0.3181,0.6513,1,0.6534,1,1,0.1,0.6534,0.5543,1,1,1,1,1,0.013832925,0.857418537,0.573979974,0.687530208
85,1,0.4022,1,1,1,1,1,1,0.0485,0.4022,0.6482,1,0.3181,1,1,1,1,1,1,0,0.3181,0.6024,1,0.6535,1,1,0.0673,0.6535,0.5588,1,1,1,1,1,0.007879721,0.86078459,0.51413095,0.681609473
86,1,0.4021,1,1,1,1,1,1,0.0481,0.4021,0.528,1,0.3181,1,1,1,1,1,1,0,0.3181,0.4635,1,0.6536,1,1,0.0519,0.6536,0.4418,1,1,1,1,1,0.003915385,0.709806919,0.436993241,0.676292895
87,1,0.4019,1,1,1,1,1,1,0.055,0.4019,0.3343,1,0.3181,1,1,1,1,1,1,0,0.3181,0.305,1,0.6537,1,1,0.0271,0.6537,0.2619,1,1,1,1,1,0.005388106,0.494193435,0.25202024,0.683301112
88,1,0.4018,1,1,1,1,1,1,0.0429,0.4018,0.028,1,0.3181,1,1,1,1,1,1,0,0.3181,0.0783,1,0.6538,1,1,0.0066,0.6538,0.0253,1,1,1,1,1,0.00263382,0.106032312,0.186905026,0.731029483
89,1,0.4017,1,1,1,1,1,1,0.028,0.4017,0,1,0.3181,1,1,1,1,1,1,0.0393,0.3181,0,1,0.6539,1,1,0.0653,0.6539,0,1,1,1,1,1,0.018397879,0,0.124454945,0.769876752
90,1,0.4015,1,1,1,1,1,1,0.0625,0.4015,0,1,0.3181,1,1,1,1,1,1,0.0793,0.3181,0,1,0.654,1,1,0.0551,0.654,0,1,1,1,1,1,0.070976824,0,0.006961153,0.763956017
91,1,0.4014,1,1,1,1,1,1,0.0847,0.4014,0,1,0.3181,1,1,1,1,1,1,0.0489,0.3181,0,1,0.6541,1,1,0.0838,0.6541,0,1,1,1,1,1,0.083924681,0,0.003198395,0.746193813
92,1,0.4013,1,1,1,1,1,1,0.1229,0.4013,0,1,0.3181,1,1,1,1,1,1,0.0462,0.3181,0,1,0.6542,1,1,0.0707,0.6542,0,1,1,1,1,1,0.128393263,0,0.108685762,0.717617206
93,1,0.4011,1,1,1,1,1,1,0.1363,0.4011,0,1,0.3181,1,1,1,1,1,1,0.1135,0.3181,0,1,0.6543,1,1,0.106,0.6543,0,1,1,1,1,1,0.120600045,0,0.445443064,0.67037216
94,1,0.401,1,1,1,1,1,1,0.1754,0.401,0,1,0.3181,1,1,1,1,1,1,0.1682,0.3181,0,1,0.6544,1,1,0.151,0.6544,0,1,1,1,1,1,0.140354604,0,0.875929296,0.610198163
95,1,0.4008,1,1,1,1,1,1,0.207,0.4008,0,1,0.3181,1,1,1,1,1,1,0.1532,0.3181,0,1,0.6545,1,1,0.1894,0.6545,0,1,1,1,1,1,0.128189832,0,0.920759916,0.554494925
96,1,0.4007,1,1,1,1,1,1,0.1748,0.4007,0,1,0.3181,1,1,1,1,1,1,0.0821,0.3181,0,1,0.6546,1,1,0.1416,0.6546,0,1,1,1,1,1,0.099169187,0,0.939646482,0.518970517
97,1,0.4006,1,1,1,1,1,1,0.301,0.4006,0,1,0.3181,1,1,1,1,1,1,0.0942,0.3181,0,1,0.6547,1,1,0.1497,0.6547,0,1,1,1,1,1,0.177062199,0,0.844688892,0.499939584
98,1,0.4004,1,1,1,1,1,1,0.2396,0.4004,0,1,0.3181,1,1,1,1,1,1,0.1132,0.3181,0,1,0.6548,1,1,0.1275,0.6548,0,1,1,1,1,1,0.122812316,0,0.920122206,0.49039391
99,1,0.4003,1,1,1,1,1,1,0.2318,0.4003,0,1,0.3181,1,1,1,1,1,1,0.1273,0.3181,0,1,0.6549,1,1,0.1305,0.6549,0,1,1,1,1,1,0.138673455,0,0.673818231,0.48858144
100,1,0.4002,1,1,1,1,1,1,0.2242,0.4002,0,1,0.3181,1,1,1,1,1,1,0.116,0.3181,0,1,0.655,1,1,0.1117,0.655,0,1,1,1,1,1,0.142375141,0,0.419740528,0.501147898
101,1,0.4,1,1,1,1,1,1,0.155,0.4,0,1,0.3181,1,1,1,1,1,1,0.038,0.3181,0,1,0.6551,1,1,0.0978,0.6551,0,1,1,1,1,1,0.109176964,0,0.182347387,0.542230546
102,1,0.3999,1,1,1,1,1,1,0.0898,0.3999,0,1,0.3181,1,1,1,1,1,1,0.0013,0.3181,0,1,0.6552,1,1,0.0956,0.6552,0,1,1,1,1,1,0.064965032,0,0.077774674,0.620347994
103,1,0.3998,1,1,1,1,1,1,0.0721,0.3998,0,1,0.3181,1,1,1,1,1,1,0.0015,0.3181,0,1,0.6553,1,1,0.0668,0.6553,0,1,1,1,1,1,0.074147031,0,0.036225185,0.666143064
104,1,0.3996,1,1,1,1,1,1,0.0955,0.3996,0.1033,1,0.3181,1,1,1,1,1,1,0.0025,0.3181,0.1154,1,0.6554,1,1,0.072,0.6554,0.0482,1,1,1,1,1,0.084841259,0.170587122,0.004370186,0.670976317
105,1,0.3995,1,1,1,1,1,1,0.0982,0.3995,0.2804,1,0.3181,1,1,1,1,1,1,0.0427,0.3181,0.2997,1,0.6555,1,1,0.0616,0.6555,0.2431,1,1,1,1,1,0.075930282,0.427075237,0.038382038,0.6739971
106,1,0.3994,1,1,1,1,1,1,0.1052,0.3994,0.4372,1,0.318,1,1,1,1,1,1,0.0262,0.318,0.4896,1,0.6556,1,1,0.0511,0.6556,0.3597,1,1,1,1,1,0.070377506,0.6255126,0.100025997,0.670915901
107,1,0.3992,1,1,1,1,1,1,0.0752,0.3992,0.5913,1,0.318,1,1,1,1,1,1,0.0213,0.318,0.5795,1,0.6557,1,1,0.0432,0.6557,0.4739,1,1,1,1,1,0.061042849,0.778813064,0.109422177,0.661551474
108,1,0.3991,1,1,1,1,1,1,0.1,0.3991,0.5349,1,0.318,1,1,1,1,1,1,0.0434,0.318,0.5517,1,0.6558,1,1,0.0854,0.6558,0.3585,1,1,1,1,1,0.064188167,0.678289473,0.129945844,0.653334944
109,1,0.399,1,1,1,1,1,1,0.151,0.399,0.4854,1,0.318,1,1,1,1,1,1,0.1355,0.318,0.4408,1,0.6559,1,1,0.1041,0.6559,0.4206,1,1,1,1,1,0.107618414,0.622370958,0.199214041,0.650132914
110,1,0.3988,1,1,1,1,1,1,0.1471,0.3988,0.3973,1,0.318,1,1,1,1,1,1,0.1242,0.318,0.4072,1,0.656,1,1,0.0911,0.656,0.4373,1,1,1,1,1,0.125134125,0.568854988,0.260116994,0.644997583
111,1,0.3987,1,1,1,1,1,1,0.2669,0.3987,0.2948,1,0.318,1,1,1,1,1,1,0.3859,0.318,0.3063,1,0.6561,1,1,0.1645,0.6561,0.2491,1,1,1,1,1,0.289148122,0.43725276,0.480007172,0.649166264
112,1,0.3986,1,1,1,1,1,1,0.2296,0.3986,0.0897,1,0.318,1,1,1,1,1,1,0.5122,0.318,0.1054,1,0.6562,1,1,0.1979,0.6562,0.0255,1,1,1,1,1,0.261808902,0.18709299,0.623305559,0.690430159
113,1,0.3984,1,1,1,1,1,1,0.2405,0.3984,0,1,0.318,1,1,1,1,1,1,0.4354,0.318,0,1,0.6563,1,1,0.2064,0.6563,0,1,1,1,1,1,0.276638418,0,0.589919508,0.735621073
114,1,0.3983,1,1,1,1,1,1,0.2231,0.3983,0,1,0.318,1,1,1,1,1,1,0.3491,0.318,0,1,0.6564,1,1,0.2486,0.6564,0,1,1,1,1,1,0.229469642,0,0.333613008,0.732902368
115,1,0.3982,1,1,1,1,1,1,0.1826,0.3982,0,1,0.318,1,1,1,1,1,1,0.1172,0.318,0,1,0.6565,1,1,0.1978,0.6565,0,1,1,1,1,1,0.155514032,0,0.207612798,0.716288062
116,1,0.398,1,1,1,1,1,1,0.1899,0.398,0,1,0.318,1,1,1,1,1,1,0.0698,0.318,0,1,0.6566,1,1,0.2679,0.6566,0,1,1,1,1,1,0.151678458,0,0.245712638,0.689523925
117,1,0.3979,1,1,1,1,1,1,0.0929,0.3979,0,1,0.318,1,1,1,1,1,1,0,0.318,0,1,0.6567,1,1,0.0855,0.6567,0,1,1,1,1,1,0.029920489,0,0.377252847,0.645299662
118,1,0.3978,1,1,1,1,1,1,0.1682,0.3978,0,1,0.318,1,1,1,1,1,1,0,0.318,0,1,0.6568,1,1,0.1891,0.6568,0,1,1,1,1,1,0.11637032,0,0.699890256,0.585911068
119,1,0.3976,1,1,1,1,1,1,0.1428,0.3976,0,1,0.318,1,1,1,1,1,1,0,0.318,0,1,0.6569,1,1,0.14,0.6569,0,1,1,1,1,1,0.052022554,0,0.96739471,0.534618173
120,1,0.3975,1,1,1,1,1,1,0.174,0.3975,0,1,0.318,1,1,1,1,1,1,0,0.318,0,1,0.657,1,1,0.1205,0.657,0,1,1,1,1,1,0.100811645,0,0.996472955,0.501027066
121,1,0.3974,1,1,1,1,1,1,0.1184,0.3974,0,1,0.318,1,1,1,1,1,1,0,0.318,0,1,0.6571,1,1,0.0821,0.6571,0,1,1,1,1,1,0.089771733,0,0.890340626,0.482781537
122,1,0.3972,1,1,1,1,1,1,0.0543,0.3972,0,1,0.318,1,1,1,1,1,1,0.0397,0.318,0,1,0.6572,1,1,0.042,0.6572,0,1,1,1,1,1,0.047412973,0,0.603442788,0.473477525
123,1,0.3971,1,1,1,1,1,1,0.0179,0.3971,0,1,0.318,1,1,1,1,1,1,0.1098,0.318,0,1,0.6573,1,1,0.0179,0.6573,0,1,1,1,1,1,0.021708414,0,0.28053081,0.471121315
124,1,0.3969,1,1,1,1,1,1,0.0286,0.3969,0,1,0.318,1,1,1,1,1,1,0.1402,0.318,0,1,0.6574,1,1,0.0121,0.6574,0,1,1,1,1,1,0.041665893,0,0.075039111,0.48260029
125,1,0.3968,1,1,1,1,1,1,0.0435,0.3968,0,1,0.318,1,1,1,1,1,1,0.1177,0.318,0,1,0.6575,1,1,0.0105,0.6575,0,1,1,1,1,1,0.0607864,0,0.018569788,0.52338086
126,1,0.3967,1,1,1,1,1,1,0.0405,0.3967,0,1,0.318,1,1,1,1,1,1,0.1377,0.318,0,1,0.6576,1,1,0.0142,0.6576,0,1,1,1,1,1,0.075446598,0,0.012270059,0.600108748
127,1,0.3965,1,1,1,1,1,1,0.0444,0.3965,0,1,0.318,1,1,1,1,1,1,0.2695,0.318,0,1,0.6577,1,1,0.036,0.6577,0,1,1,1,1,1,0.072514653,0,0.062731408,0.64602465
128,1,0.3964,1,1,1,1,1,1,0.1087,0.3964,0.1023,1,0.318,1,1,1,1,1,1,0.1842,0.318,0.139,1,0.6578,1,1,0.0357,0.6578,0.0809,1,1,1,1,1,0.141860232,0.185360298,0.292724222,0.651401643
129,1,0.3963,1,1,1,1,1,1,0.168,0.3963,0.2939,1,0.318,1,1,1,1,1,1,0.2117,0.318,0.4082,1,0.6579,1,1,0.04,0.6579,0.2336,1,1,1,1,1,0.176396817,0.4773314,0.401476204,0.652066216
130,1,0.3961,1,1,1,1,1,1,0.1208,0.3961,0.5036,1,0.318,1,1,1,1,1,1,0.4262,0.318,0.5689,1,0.658,1,1,0.0531,0.658,0.358,1,1,1,1,1,0.077700116,0.728351235,0.437379599,0.649166264
131,1,0.396,1,1,1,1,1,1,0.0839,0.396,0.62,1,0.318,1,1,1,1,1,1,0.2701,0.318,0.6386,1,0.6581,1,1,0.0589,0.6581,0.3937,1,1,1,1,1,0.07965333,0.826952994,0.509132266,0.639560174
132,1,0.3959,1,1,1,1,1,1,0.1382,0.3959,0.5947,1,0.318,1,1,1,1,1,1,0.1854,0.318,0.5749,1,0.6582,1,1,0.062,0.6582,0.4307,1,1,1,1,1,0.074873224,0.792589486,0.653930247,0.628987434
133,1,0.3957,1,1,1,1,1,1,0.2099,0.3957,0.4261,1,0.318,1,1,1,1,1,1,0.1818,0.318,0.557,1,0.6583,1,1,0.0611,0.6583,0.4089,1,1,1,1,1,0.113207147,0.696804523,0.814667046,0.623489609
134,1,0.3956,1,1,1,1,1,1,0.1521,0.3956,0.3649,1,0.318,1,1,1,1,1,1,0.05,0.318,0.3724,1,0.6584,1,1,0.0305,0.6584,0.374,1,1,1,1,1,0.056827873,0.601124287,0.995130956,0.614789754
135,1,0.3955,1,1,1,1,1,1,0.0683,0.3955,0.1992,1,0.318,1,1,1,1,1,1,0.0642,0.318,0.1936,1,0.6585,1,1,0.0618,0.6585,0.2142,1,1,1,1,1,0.037358858,0.413076133,1,0.617750121
136,1,0.3953,1,1,1,1,1,1,0.0759,0.3953,0.0151,1,0.318,1,1,1,1,1,1,0.2367,0.318,0.0704,1,0.6586,1,1,0.0912,0.6586,0,1,1,1,1,1,0.085969821,0.112508036,0.984038055,0.65381827
137,1,0.3952,1,1,1,1,1,1,0.1221,0.3952,0,1,0.318,1,1,1,1,1,1,0.3325,0.318,0,1,0.6587,1,1,0.1164,0.6587,0,1,1,1,1,1,0.128555551,0,0.798958719,0.688315611
138,1,0.3951,1,1,1,1,1,1,0.1165,0.3951,0,1,0.318,1,1,1,1,1,1,0.3772,0.318,0,1,0.6588,1,1,0.1202,0.6588,0,1,1,1,1,1,0.110376433,0,0.917728066,0.677259546
139,1,0.3949,1,1,1,1,1,1,0.0695,0.3949,0,1,0.3179,1,1,1,1,1,1,0.4737,0.3179,0,1,0.6589,1,1,0.1092,0.6589,0,1,1,1,1,1,0.053824816,0,0.979925394,0.657805703
140,1,0.3948,1,1,1,1,1,1,0.1746,0.3948,0,1,0.3179,1,1,1,1,1,1,0.7695,0.3179,0,1,0.659,1,1,0.0658,0.659,0,1,1,1,1,1,0.128802568,0,1,0.631706138
141,1,0.3947,1,1,1,1,1,1,0.1894,0.3947,0,1,0.3179,1,1,1,1,1,1,0.6069,0.3179,0,1,0.6591,1,1,0.0407,0.6591,0,1,1,1,1,1,0.144425601,0,1,0.597812953
142,1,0.3945,1,1,1,1,1,1,0.2462,0.3945,0,1,0.3179,1,1,1,1,1,1,0.541,0.3179,0,1,0.6592,1,1,0.0616,0.6592,0,1,1,1,1,1,0.15601936,0,1,0.55177622
143,1,0.3944,1,1,1,1,1,1,0.2121,0.3944,0,1,0.3179,1,1,1,1,1,1,0.2816,0.3179,0,1,0.6593,1,1,0.0657,0.6593,0,1,1,1,1,1,0.144045681,0,0.912509561,0.504349928
144,1,0.3943,1,1,1,1,1,1,0.2074,0.3943,0,1,0.3179,1,1,1,1,1,1,0.3788,0.3179,0,1,0.6594,1,1,0.0535,0.6594,0,1,1,1,1,1,0.125581056,0,0.769363821,0.467738038
145,1,0.3941,1,1,1,1,1,1,0.2209,0.3941,0,1,0.3179,1,1,1,1,1,1,0.4611,0.3179,0,1,0.6595,1,1,0.0674,0.6595,0,1,1,1,1,1,0.155800313,0,0.997899354,0.447438376
146,1,0.394,1,1,1,1,1,1,0.2043,0.394,0,1,0.3179,1,1,1,1,1,1,0.3004,0.3179,0,1,0.6596,1,1,0.0929,0.6596,0,1,1,1,1,1,0.165351838,0,1,0.436442726
147,1,0.3939,1,1,1,1,1,1,0.1431,0.3939,0,1,0.3179,1,1,1,1,1,1,0.2485,0.3179,0,1,0.6597,1,1,0.1079,0.6597,0,1,1,1,1,1,0.149981067,0,0.879248679,0.431911551
148,1,0.3937,1,1,1,1,1,1,0.1095,0.3937,0,1,0.3179,1,1,1,1,1,1,0.1179,0.3179,0,1,0.6598,1,1,0.0969,0.6598,0,1,1,1,1,1,0.101606213,0,0.652260303,0.436261479
149,1,0.3936,1,1,1,1,1,1,0.0574,0.3936,0,1,0.3179,1,1,1,1,1,1,0.0589,0.3179,0,1,0.6599,1,1,0.0809,0.6599,0,1,1,1,1,1,0.03089999,0,0.522282004,0.452875785
150,1,0.3934,1,1,1,1,1,1,0.0491,0.3934,0,1,0.3179,1,1,1,1,1,1,0.0983,0.3179,0,1,0.6599,1,1,0.0765,0.6599,0,1,1,1,1,1,0.020953078,0,0.666678071,0.482902368
151,1,0.3933,1,1,1,1,1,1,0.0424,0.3933,0,1,0.3179,1,1,1,1,1,1,0.0845,0.3179,0,1,0.66,1,1,0.0562,0.66,0,1,1,1,1,1,0.020881666,0,0.671678662,0.514560174
152,1,0.3932,1,1,1,1,1,1,0.0678,0.3932,0.1883,1,0.3179,1,1,1,1,1,1,0.1375,0.3179,0.1888,1,0.6601,1,1,0.0288,0.6601,0.0283,1,1,1,1,1,0.051156409,0.351036876,0.62553829,0.546942968
153,1,0.393,1,1,1,1,1,1,0.1221,0.393,0.4067,1,0.3179,1,1,1,1,1,1,0.2531,0.3179,0.418,1,0.6602,1,1,0.0129,0.6602,0.2162,1,1,1,1,1,0.089656405,0.619287968,0.587967038,0.566517641
154,1,0.3929,1,1,1,1,1,1,0.1334,0.3929,0.5478,1,0.3179,1,1,1,1,1,1,0.2684,0.3179,0.5584,1,0.6603,1,1,0.0092,0.6603,0.3554,1,1,1,1,1,0.117224008,0.785794616,0.717235327,0.572015466
155,1,0.3928,1,1,1,1,1,1,0.0832,0.3928,0.6386,1,0.3179,1,1,1,1,1,1,0.2463,0.3179,0.6543,1,0.6604,1,1,0.0116,0.6604,0.3415,1,1,1,1,1,0.075509615,0.905285895,0.824079096,0.567423876
156,1,0.3926,1,1,1,1,1,1,0.1125,0.3926,0.6504,1,0.3179,1,1,1,1,1,1,0.2488,0.3179,0.6701,1,0.6605,1,1,0.012,0.6605,0.3857,1,1,1,1,1,0.078392886,0.891079426,1,0.557032383
157,1,0.3925,1,1,1,1,1,1,0.1817,0.3925,0.6311,1,0.3179,1,1,1,1,1,1,0.2425,0.3179,0.647,1,0.6606,1,1,0.0147,0.6606,0.402,1,1,1,1,1,0.095105343,0.817447066,1,0.545251329
158,1,0.3924,1,1,1,1,1,1,0.263,0.3924,0.5093,1,0.3179,1,1,1,1,1,1,0.2601,0.3179,0.5124,1,0.6607,1,1,0.0103,0.6607,0.3421,1,1,1,1,1,0.138140485,0.640372276,1,0.536913968
159,1,0.3922,1,1,1,1,1,1,0.2431,0.3922,0.299,1,0.3179,1,1,1,1,1,1,0.1232,0.3179,0.316,1,0.6608,1,1,0.0278,0.6608,0.1273,1,1,1,1,1,0.141146839,0.441087514,1,0.542653456
160,1,0.3921,1,1,1,1,1,1,0.1515,0.3921,0.0553,1,0.3179,1,1,1,1,1,1,0.1151,0.3179,0.1148,1,0.6609,1,1,0.0393,0.6609,0,1,1,1,1,1,0.109279126,0.146455288,0.999486566,0.582346544
161,1,0.392,1,1,1,1,1,1,0.2487,0.392,0,1,0.3179,1,1,1,1,1,1,0.3379,0.3179,0,1,0.661,1,1,0.0331,0.661,0,1,1,1,1,1,0.224165872,0,0.997973144,0.622281295
162,1,0.3918,1,1,1,1,1,1,0.4787,0.3918,0,1,0.3179,1,1,1,1,1,1,0.2533,0.3179,0,1,0.6611,1,1,0.0687,0.6611,0,1,1,1,1,1,0.403216988,0,0.998343229,0.614910585
163,1,0.3917,1,1,1,1,1,1,0.3828,0.3917,0,1,0.3179,1,1,1,1,1,1,0.0323,0.3179,0,1,0.6612,1,1,0.0773,0.6612,0,1,1,1,1,1,0.406515628,0,0.999373019,0.59521508
164,1,0.3916,1,1,1,1,1,1,0.353,0.3916,0,1,0.3179,1,1,1,1,1,1,0.1582,0.3179,0,1,0.6613,1,1,0.0737,0.6613,0,1,1,1,1,1,0.465022057,0,0.999333918,0.576486225
165,1,0.3914,1,1,1,1,1,1,0.2208,0.3914,0,1,0.3179,1,1,1,1,1,1,0.3859,0.3179,0,1,0.6614,1,1,0.1379,0.6614,0,1,1,1,1,1,0.462766081,0,1,0.549540841
166,1,0.3913,1,1,1,1,1,1,0.2817,0.3913,0,1,0.3179,1,1,1,1,1,1,0.4086,0.3179,0,1,0.6615,1,1,0.3173,0.6615,0,1,1,1,1,1,0.623637617,0,0.791018248,0.514258096
167,1,0.3912,1,1,1,1,1,1,0.3581,0.3912,0,1,0.3179,1,1,1,1,1,1,0.2684,0.3179,0,1,0.6616,1,1,0.2677,0.6616,0,1,1,1,1,1,0.639050901,0,0.576337457,0.475410826
168,1,0.391,1,1,1,1,1,1,0.4621,0.391,0,1,0.3179,1,1,1,1,1,1,0.3442,0.3179,0,1,0.6617,1,1,0.2914,0.6617,0,1,1,1,1,1,0.686666548,0,0.452253044,0.442846786
169,1,0.3909,1,1,1,1,1,1,0.5296,0.3909,0,1,0.3179,1,1,1,1,1,1,0.3906,0.3179,0,1,0.6618,1,1,0.224,0.6618,0,1,1,1,1,1,0.607914746,0,0.300419182,0.424057516
170,1,0.3908,1,1,1,1,1,1,0.557,0.3908,0,1,0.3179,1,1,1,1,1,1,0.4338,0.3179,0,1,0.6619,1,1,0.2328,0.6619,0,1,1,1,1,1,0.572131515,0,0.409598082,0.412880619
171,1,0.3906,1,1,1,1,1,1,0.4902,0.3906,0,1,0.3179,1,1,1,1,1,1,0.4514,0.3179,0,1,0.662,1,1,0.273,0.662,0,1,1,1,1,1,0.52833873,0,0.644146502,0.409859836
172,1,0.3905,1,1,1,1,1,1,0.4219,0.3905,0,1,0.3179,1,1,1,1,1,1,0.3284,0.3179,0,1,0.6621,1,1,0.3023,0.6621,0,1,1,1,1,1,0.521793962,0,0.778336883,0.41300145
173,1,0.3904,1,1,1,1,1,1,0.4694,0.3904,0,1,0.3178,1,1,1,1,1,1,0.2486,0.3178,0,1,0.6622,1,1,0.3078,0.6622,0,1,1,1,1,1,0.543539464,0,0.748621821,0.425024166
174,1,0.3902,1,1,1,1,1,1,0.475,0.3902,0,1,0.3178,1,1,1,1,1,1,0.1745,0.3178,0,1,0.6623,1,1,0.3473,0.6623,0,1,1,1,1,1,0.490042329,0,0.651935875,0.44822378
175,1,0.3901,1,1,1,1,1,1,0.266,0.3901,0,1,0.3178,1,1,1,1,1,1,0.1918,0.3178,0,1,0.6624,1,1,0.1593,0.6624,0,1,1,1,1,1,0.202547133,0,0.450812697,0.472631706
176,1,0.3901,1,1,1,1,1,1,0.2648,0.3901,0.2056,1,0.3178,1,1,1,1,1,1,0.2478,0.3178,0.1964,1,0.6624,1,1,0.197,0.6624,0.1522,1,1,1,1,1,0.213512689,0.345601231,0.456957757,0.506524891
177,1,0.3901,1,1,1,1,1,1,0.1662,0.3901,0.4097,1,0.3178,1,1,1,1,1,1,0.292,0.3178,0.35,1,0.6624,1,1,0.2432,0.6624,0.3604,1,1,1,1,1,0.174213558,0.566147029,0.318742633,0.532745288
178,1,0.3901,1,1,1,1,1,1,0.135,0.3901,0.5584,1,0.3178,1,1,1,1,1,1,0.7811,0.3178,0.4004,1,0.6624,1,1,0.2177,0.6624,0.5977,1,1,1,1,1,0.221653312,0.7259233,0.168887392,0.549299178
179,1,0.3901,1,1,1,1,1,1,0.1194,0.3901,0.4656,1,0.3178,1,1,1,1,1,1,0.6829,0.3178,0.5397,1,0.6624,1,1,0.2019,0.6624,0.541,1,1,1,1,1,0.277017355,0.635938942,0.205231264,0.559630256
180,1,0.3901,1,1,1,1,1,1,0.1254,0.3901,0.5802,1,0.3178,1,1,1,1,1,1,0.4365,0.3178,0.5759,1,0.6624,1,1,0.1679,0.6624,0.545,1,1,1,1,1,0.263291091,0.796859801,0.14308843,0.561442726
181,1,0.3901,1,1,1,1,1,1,0.0938,0.3901,0.5964,1,0.3178,1,1,1,1,1,1,0.3529,0.3178,0.508,1,0.6624,1,1,0.1766,0.6624,0.5096,1,1,1,1,1,0.147995383,0.787820339,0.193140745,0.558361527
182,1,0.3901,1,1,1,1,1,1,0.1271,0.3901,0.5111,1,0.3178,1,1,1,1,1,1,0.512,0.3178,0.4839,1,0.6624,1,1,0.2567,0.6624,0.3986,1,1,1,1,1,0.170357823,0.71737349,0.186769903,0.556367811
183,1,0.3901,1,1,1,1,1,1,0.1077,0.3901,0.3605,1,0.3178,1,1,1,1,1,1,0.1586,0.3178,0.3378,1,0.6624,1,1,0.2626,0.6624,0.2671,1,1,1,1,1,0.103544593,0.533353209,0.180912837,0.564101015
184,1,0.3901,1,1,1,1,1,1,0.2045,0.3901,0.1202,1,0.3178,1,1,1,1,1,1,0.3049,0.3178,0.1348,1,0.6624,1,1,0.2323,0.6624,0.018,1,1,1,1,1,0.254027218,0.243827745,0.222155884,0.612554374
185,1,0.3901,1,1,1,1,1,1,0.2097,0.3901,0,1,0.3178,1,1,1,1,1,1,0.278,0.3178,0,1,0.6624,1,1,0.2513,0.6624,0,1,1,1,1,1,0.268435091,0,0.311881125,0.662880619
